page_id,name,page_created,page_type,count,fb,wel_opens,wel_clicks,wel_acts,opens_14day,clicks_14day,acts_14day,num_donations_14day,amt_donations_14day,num_recur_14day,amt_recur_14day,usa,can,uk,aus,nz,nuk_eur,row,en,de,fr,acts_90day,num_donations_90day,amt_donations_90day
2844,alberta-water-laws,2015-02-24 01:23:06,Petition,738,242,407,128,117,842,283,687,8,128.38,"","",27,678,3,0,2,17,11,732,0,6,1186,24,289.05
2843,shell-dont-go-to-cop-paris,2015-02-23 21:32:11,Petition,1131,280,424,108,139,1089,286,854,12,187.12,1,5.00,194,98,288,110,27,329,85,1114,6,11,1837,55,708.38
2838,fast-track-congress,2015-02-21 00:48:10,Petition,170,32,82,40,36,193,76,118,8,111.11,"","",135,13,7,3,1,7,4,170,0,0,294,18,457.85
2829,coca-cola-de,2015-02-20 11:33:05,Petition,17556,15146,4263,1863,2780,11881,4423,5813,3,66.75,"","",50,3,22,9,3,17384,85,3924,13606,26,19511,11,141.33
2815,indian_farmers,2015-02-19 19:02:26,Donation,154,1,78,24,22,211,67,218,172,2306.46,6,41.47,37,31,43,14,7,18,4,153,0,1,384,201,2687.15
2809,greyhound-live-bait,2015-02-19 03:27:47,Petition,51,33,25,4,10,56,8,29,"","","","",1,0,6,39,2,3,0,50,0,1,45,2,25.12
2794,non-aux-neonics,2015-02-18 14:39:12,Petition,70,24,"","","",40,8,59,"","","","",0,0,0,0,0,70,0,4,0,66,129,"",""
2784,pilot-whale-strandings,2015-02-17 12:15:17,Petition,2877,917,1651,475,453,3462,888,2055,43,598.94,"","",805,248,506,256,350,550,162,2803,44,30,3850,136,1532.59
2781,agl-toxic-leak,2015-02-17 00:00:42,Petition,84,48,49,15,17,78,18,29,1,3.90,"","",0,0,1,79,0,2,2,84,0,0,43,2,13.78
2774,sainsburys-krill,2015-02-13 15:25:50,Petition,1454,718,682,212,199,2021,483,939,29,259.84,"","",54,10,1267,22,4,66,31,1448,2,4,1927,86,802.48
2773,which-banks,2015-02-13 13:40:26,Petition,287,93,178,56,54,321,97,221,8,261.04,"","",11,8,9,234,3,19,3,285,0,2,400,22,499.64
2770,grand-canyon,2015-02-12 16:53:20,Petition,22546,17474,9613,2624,2535,21557,5187,7046,32,428.73,2,13.00,21673,180,149,65,14,308,157,22526,7,13,13278,267,3981.07
2769,newmont-mining-peru,2015-02-12 11:53:19,Petition,2452,1106,1256,362,324,2197,584,1734,38,569.46,"","",776,248,478,236,88,408,218,2430,7,15,3285,134,1979.07
2767,zimbabwe-elephants,2015-02-12 00:06:56,Petition,834,610,382,101,126,949,205,240,6,119.53,1,5.00,306,29,133,49,3,217,97,793,9,32,633,12,142.93
2764,milkweed-monarchs,2015-02-11 06:59:58,Petition,880,286,394,128,122,752,253,702,12,222.72,1,3.00,760,21,15,14,1,54,15,871,3,6,1169,33,570.68
2762,asthma-drugs,2015-02-11 00:11:22,Petition,70,66,35,10,13,79,23,28,"","","","",43,17,3,1,2,4,0,70,0,0,60,1,3.69
2743,bc-bottled-water,2015-02-10 00:35:49,Petition,94764,82647,63876,14674,13781,145447,28579,25295,275,2667.93,15,53.94,2561,88647,770,372,111,1702,601,94190,116,458,59973,1161,12290.95
2742,net-neutrality-global,2015-02-09 22:54:50,Petition,2216,1170,1253,399,356,3128,866,1579,30,381.29,1,3.08,531,294,558,291,48,380,114,2198,9,9,3048,109,1655.60
2735,tim-hortons-palm-oil-2015,2015-02-09 17:42:23,Petition,424,212,199,61,55,416,102,280,1,10.00,"","",10,397,2,2,0,3,10,424,0,0,520,4,33.55
2729,hsbc-tax-scandal,2015-02-08 18:12:47,Petition,1136,585,770,245,228,1955,514,675,26,206.90,"","",13,5,1054,6,0,52,6,1129,2,5,1995,99,848.25
2726,bp-payup-oil-spill,2015-02-06 16:46:46,Petition,1725,825,874,269,258,1954,477,1143,22,398.51,1,25.00,735,37,73,326,71,392,91,1687,9,29,2140,61,1042.28
2722,fracking-westminster,2015-02-05 23:48:31,Petition,64,53,30,8,13,68,11,24,1,4.64,"","",1,0,55,1,0,1,6,64,0,0,69,9,64.36
2721,save-machu-picchu,2015-02-05 17:59:24,Petition,114,89,54,12,24,107,21,58,"","","","",48,12,12,16,0,15,11,114,0,0,105,2,33.48
2719,cruise-line-pollution,2015-02-05 07:56:51,Petition,124,107,54,13,23,97,20,45,"","","","",66,11,15,6,3,10,13,124,0,0,78,1,4.62
2716,astro-tv,2015-02-04 16:51:41,Petition,2598,2528,98,48,39,2068,727,576,1,1.12,"","",4,2,2,0,0,2587,3,1050,1546,2,2822,4,14.41
2715,nhs-overbid,2015-02-04 11:28:50,Petition,9190,8023,5329,1353,1289,11873,3001,3395,23,204.69,4,13.71,32,14,8912,31,19,142,40,9182,6,2,9245,345,3075.28
2714,bayer-bees-lawsuit-de,2015-02-04 10:43:41,Petition,63205,40997,6140,3008,5285,38612,15597,22112,2,131.08,"","",155,33,92,45,14,62632,234,11636,51475,94,81534,56,1671.72
2680,keurig-recycling,2015-01-29 13:27:38,Petition,66,65,29,8,16,55,10,21,"","","","",32,26,2,3,0,1,2,64,0,2,31,"",""
2673,bees-bayer-fundraiser-2015,2015-01-28 15:28:22,Donation,179,7,122,43,47,284,95,271,198,3004.86,1,22.78,45,17,54,37,8,16,2,179,0,0,439,232,3479.84
2670,ceta-nl,2015-01-28 00:26:17,Petition,4555,4097,2582,559,633,5192,1091,1303,14,179.19,"","",53,4422,19,7,4,31,19,4539,1,15,3100,66,775.92
2668,target-debt,2015-01-27 18:09:50,Petition,7219,6007,4082,1006,934,7656,1713,2140,12,186.68,"","",183,6942,17,24,3,27,23,7187,1,31,4539,56,771.67
2666,ttip-brussels-feb,2015-01-27 13:19:44,Donation,84,13,53,25,26,101,50,124,95,1493.36,2,12.05,0,0,68,0,0,16,0,83,0,1,241,120,1848.36
2664,bayer-fake-science,2015-01-26 21:59:23,Petition,98,65,57,20,21,122,40,54,2,14.12,"","",26,9,19,15,4,13,12,98,0,0,157,8,112.85
2662,stop-wolf-cull,2015-01-26 16:27:11,Petition,72037,68918,35110,6059,7725,69423,11020,12378,88,994.11,1,1.00,26722,22239,12564,1293,288,6315,2616,71404,198,435,27551,479,4239.91
2646,monsanto-agm-de-b,2015-01-23 16:05:08,Petition,106,79,2,"","",85,48,67,"","","","",0,0,1,0,0,103,2,20,85,1,211,1,22.85
2644,prince-william-taiji,2015-01-23 11:56:35,Petition,1182,1070,470,111,127,971,196,319,2,31.06,"","",303,49,379,64,12,272,103,1136,29,17,771,10,85.15
2642,TPP-TTIP,2015-01-22 23:25:22,Petition,2260,926,1509,482,428,2693,873,1746,36,529.93,3,10.55,81,316,683,479,202,427,72,2227,3,30,4295,158,2536.19
2640,monsanto-agm-de,2015-01-22 16:40:42,Petition,878,480,9,6,6,611,312,519,"","","","",3,0,2,0,0,866,7,196,675,7,1703,1,10.61
2639,total-fracking-algerie,2015-01-22 15:19:54,Petition,65,11,"","",1,63,28,80,"","","","",0,0,0,0,0,61,4,12,0,53,144,"",""
2630,red-chris-mine,2015-01-21 16:00:13,Petition,297,112,170,69,63,366,116,262,2,12.85,"","",14,273,2,0,0,5,3,296,0,1,497,8,84.78
2626,nestle-milk-de,2015-01-21 09:58:16,Petition,208,133,1,1,"",179,70,105,"","","","",0,0,0,1,0,206,1,54,153,1,332,1,2.27
2614,tas-forests-wilderness,2015-01-16 17:57:25,Petition,176,145,103,32,46,142,44,81,"","","","",1,0,7,161,1,2,4,175,0,1,139,5,38.27
2610,cvs-krill-fundraiser,2015-01-16 10:18:34,Donation,79,0,52,20,20,97,32,114,90,1170.38,3,18.00,32,14,1,18,2,9,3,78,1,0,184,103,1511.20
2601,trade-transparency,2015-01-14 20:02:54,Petition,706,225,350,95,96,562,151,482,8,84.00,"","",610,8,29,9,1,45,4,699,1,6,932,19,347.75
2599,cvs-antarctic-krill,2015-01-14 15:02:09,Petition,4201,3073,1804,469,442,3739,816,1274,32,561.93,"","",3566,88,148,53,20,217,109,4166,16,19,2977,83,1104.24
2598,rydges-anti-vaccine,2015-01-14 02:18:48,Petition,72,65,28,9,10,49,12,17,1,4.66,"","",0,0,0,69,1,0,2,72,0,0,24,1,4.66
2595,ontariocomments,2015-01-13 23:16:13,Petition,3180,1957,2138,702,626,3602,1121,1402,7,130.73,"","",81,2971,17,12,2,28,69,3165,2,13,3174,58,779.46
2592,circle-nhs,2015-01-13 00:31:07,Petition,2394,1707,1301,309,295,3437,739,1160,18,233.35,1,4.52,18,4,2329,6,4,24,9,2394,0,0,2637,86,839.71
2585,Obama-veto-this-pipeline-for-once-for-all,2015-01-09 19:14:03,Petition,938,579,446,115,112,1043,254,398,6,157.69,2,39.06,689,192,14,4,2,23,14,928,3,7,866,22,386.61
2584,monsanto-maui-de,2015-01-09 17:34:12,Petition,10549,9502,2426,1303,1184,8920,4442,4736,"","","","",57,4,17,12,5,10386,68,2136,8395,18,16497,35,756.09
2572,monsanto-maui-fr,2015-01-08 12:18:36,Petition,8908,5964,1469,769,720,9421,3754,4144,30,253.67,"","",28,281,16,20,2,8263,298,1477,8,7423,13193,46,345.00
2571,penalty-rates-workchoices,2015-01-08 12:11:03,Petition,165,134,79,20,26,107,29,47,"","","","",1,0,0,164,0,0,0,165,0,0,84,2,98.01
2569,tasmania-sues-protesters,2015-01-08 04:41:06,Petition,438,308,257,68,65,570,158,201,1,9.69,"","",5,3,12,400,1,14,3,437,1,0,433,17,147.22
2568,moarestitution,2015-01-08 00:22:05,Petition,3311,2510,1535,311,268,3917,625,817,37,991.08,"","",3233,23,15,7,0,21,12,3308,1,2,1266,53,1167.73
2563,kik-de,2015-01-07 13:47:29,Petition,71,51,"","","",23,14,32,"","","","",0,0,0,0,0,71,0,16,55,0,116,"",""
2562,monsanto-agm,2015-01-06 23:23:13,Petition,1687,347,860,306,294,1376,464,1340,15,228.01,2,6.00,658,222,235,183,29,257,103,1651,5,31,2661,107,1358.58
2561,renationalise-railway,2015-01-06 22:57:42,Petition,118,106,70,12,17,163,31,35,"","","","",0,0,118,0,0,0,0,118,0,0,76,"",""
2559,serengeti-land-grab-de,2015-01-06 17:54:37,Petition,672,408,8,3,3,183,103,271,"","","","",5,0,0,0,0,661,6,157,514,1,1223,2,12.01
2556,especes-menacees-canada,2015-01-06 10:14:38,Petition,458,249,5,3,5,268,121,213,"","","","",6,68,2,0,0,372,10,119,1,338,672,1,4.24
2546,kfc-palm-oil,2014-12-29 15:55:46,Petition,2256,1105,1024,288,251,2021,522,1284,25,238.52,"","",432,128,752,452,65,278,149,2239,3,14,2450,83,690.45
2533,vote-evil-nestle-2014,2014-12-22 21:41:38,Petition,302,6,167,44,66,325,95,391,4,35.30,"","",56,31,112,40,4,42,17,302,0,0,556,17,209.65
2526,monsanto-shareholder-fundraiser,2014-12-19 17:16:37,Donation,178,7,112,39,35,198,61,233,193,2966.07,2,14.53,55,14,46,35,2,22,4,178,0,0,403,219,3232.54
2523,vote-evil-monsanto-2014,2014-12-19 04:19:24,Petition,294,5,178,58,71,378,106,380,4,44.67,"","",108,53,37,32,5,29,30,294,0,0,598,26,245.09
2521,vote-evil-bayer-2014,2014-12-19 03:40:48,Petition,138,11,88,31,46,165,65,185,4,22.34,"","",35,12,33,25,7,16,10,138,0,0,284,9,65.50
2519,vote-evil-pepsico-2014,2014-12-19 03:20:33,Petition,83,2,45,16,16,84,30,101,3,26.61,"","",18,7,19,21,5,8,5,83,0,0,150,4,36.61
2518,vote-evil-chervon-2014,2014-12-19 03:11:13,Petition,179,3,113,31,50,203,59,241,3,19.33,"","",45,22,33,29,10,18,22,177,2,0,359,6,67.35
2516,serengeti-land-grab-french,2014-12-18 21:13:16,Petition,33736,25080,10182,4740,7264,27743,10935,14641,2,6.76,"","",131,938,116,36,13,31120,1382,4205,27,29504,32633,91,716.67
2512,nantes-zoo-monkeys,2014-12-18 14:35:05,Petition,8414,6407,557,281,250,4171,1485,2575,2,10.09,"","",32,164,18,6,1,8010,183,1410,38,6966,7407,15,86.45
2510,orangutan-pellet-fundraiser,2014-12-18 14:19:38,Donation,133,9,102,28,28,185,53,172,151,2562.67,6,34.20,40,8,41,19,6,15,4,133,0,0,267,166,2677.01
2500,mall-of-shame-berlin,2014-12-17 10:13:41,Petition,368,173,2,"","",136,57,114,"","","","",2,0,3,1,0,361,1,102,265,1,607,1,1.00
2494,gap-intermix-fur,2014-12-16 00:02:38,Petition,118,92,58,11,23,125,26,64,"","","","",48,11,33,4,1,18,3,117,1,0,99,"",""
2486,canada-endangered-species,2014-12-13 00:15:29,Petition,14508,13628,7485,1756,1596,13419,2923,2691,25,445.76,"","",595,12999,244,100,26,339,205,14346,15,147,8989,158,1761.73
2474,pepsico-palmoil-de,2014-12-12 19:02:58,Petition,265,130,3,5,6,131,81,182,"","","","",1,0,0,0,0,262,2,56,208,1,643,"",""
2460,2015_deadline,2014-12-11 16:02:08,Donation,243,1,166,64,61,268,99,334,265,6119.83,4,12.07,56,36,61,34,17,30,9,241,0,2,579,292,6437.61
2454,chevron-nz,2014-12-10 13:15:19,Petition,263,228,143,41,57,237,58,78,"","","","",21,6,26,16,146,35,13,256,5,2,192,8,57.71
2448,amazon-free,2014-12-09 12:06:32,Petition,84,26,57,18,17,100,31,63,"","","","",3,2,71,0,0,7,1,84,0,0,114,5,53.05
2445,queensland-police-santos,2014-12-09 01:24:15,Petition,551,486,471,183,216,755,277,341,6,91.01,"","",2,0,3,536,1,5,4,550,0,1,633,48,721.72
2444,fracking-channel-country,2014-12-09 00:18:36,Petition,2185,1695,1206,366,390,2382,688,767,25,209.59,"","",26,9,36,2040,19,37,18,2179,4,2,1785,99,1104.00
2423,transcanada-belugas-french,2014-12-03 20:10:44,Petition,125,90,4,1,1,36,8,39,"","","","",1,98,1,0,0,23,2,32,0,93,133,"",""
2418,deutsche-bank-bombe,2014-12-03 12:04:59,Petition,346,175,3,3,3,136,76,150,"","","","",1,0,0,3,0,339,3,67,279,0,784,2,19.35
2399,chevron-toxico,2014-11-27 20:37:02,Petition,1919,753,1403,541,489,1944,746,1522,45,793.62,"","",598,213,410,201,51,336,110,1905,7,7,2709,124,1689.08
2396,commbank-reef-arrangers,2014-11-27 13:30:08,Petition,57,38,44,10,16,68,18,33,"","","","",0,0,2,54,0,1,0,57,0,0,40,1,4.68
2395,nicaragua-canal,2014-11-27 12:53:17,Petition,283,249,156,47,38,316,84,78,2,75.00,"","",115,19,63,23,0,48,15,281,0,2,227,11,190.74
2390,save-belize-reef,2014-11-26 17:23:59,Petition,107,84,54,9,14,102,24,40,1,4.57,"","",30,2,34,7,0,28,6,106,0,1,89,5,41.23
2388,tasforests-sustainability,2014-11-26 11:53:25,Petition,80,43,47,20,26,68,24,48,"","","","",0,6,8,60,0,5,1,80,0,0,88,4,27.05
2385,abbott-abc,2014-11-25 21:05:03,Petition,85,62,51,16,27,73,20,55,1,5.01,"","",0,0,0,85,0,0,0,85,0,0,68,2,14.76
2382,clyde-river-big-oil,2014-11-25 18:53:38,Petition,32308,29538,19800,4063,4281,32150,6431,6408,63,599.24,"","",2736,25354,1353,416,174,1713,562,31935,53,320,16961,382,3500.96
2380,diesel,2014-11-25 16:02:27,Petition,594,370,3,3,3,137,57,186,"","","","",7,0,1,0,1,580,5,128,465,1,824,1,5.00
2379,fracking-taxpayers,2014-11-25 13:15:45,Petition,5021,4156,2648,700,680,5601,1383,1510,18,190.97,2,30.36,27,7,4875,19,9,66,18,5011,3,7,4359,184,1536.80
2374,krogertoxins,2014-11-24 20:04:09,Petition,753,463,344,112,97,704,200,320,3,14.00,1,3.00,747,0,0,0,0,4,2,752,0,1,589,10,121.00
2372,doritos-palm-oil-french,2014-11-24 16:25:05,Petition,648,345,12,8,9,371,208,389,1,22.57,"","",2,26,4,1,0,597,18,135,3,510,1256,1,22.57
2368,weapons-NHS,2014-11-22 01:02:28,Petition,13352,10506,10590,3006,2774,18507,4157,4601,69,607.01,"","",104,25,12908,43,19,188,65,13337,5,10,9994,558,5818.66
2360,geldof-tax,2014-11-21 11:05:26,Petition,71,70,45,13,21,90,24,32,"","","","",0,0,67,0,1,3,0,71,0,0,50,1,4.60
2359,monsanto-maui,2014-11-21 04:55:15,Petition,67,44,55,30,27,85,40,50,"","","","",26,7,7,10,0,15,2,66,1,0,82,1,5.74
2354,walmart-black-friday,2014-11-20 17:37:31,Donation,136,7,99,22,21,172,39,169,146,2115.81,"","",128,1,3,1,2,1,0,136,0,0,234,157,2286.50
2339,sexist-barbie-book,2014-11-19 16:41:16,Petition,111,11,101,32,33,162,45,48,"","","","",84,9,8,2,0,7,1,111,0,0,66,"",""
2336,serengeti-land-grab,2014-11-19 13:29:58,Petition,62600,55206,43033,10219,9609,73570,16938,18192,145,2687.42,5,530.40,8118,5080,20840,5184,1684,17152,4542,61562,351,687,30082,1071,11919.98
2331,Julien-Blanc-stoppen,2014-11-17 13:57:27,Petition,1342,742,6,3,3,477,81,219,"","","","",5,1,3,1,1,1316,15,397,943,2,1339,2,19.66
2325,keystone-congress-approved,2014-11-14 22:49:32,Petition,1314,534,856,224,197,1510,347,711,7,46.81,1,9.79,1005,277,5,1,0,19,7,1306,0,8,1247,33,237.60
2323,trade-deal-lawsuits,2014-11-14 20:17:41,Petition,375,285,284,132,140,511,193,272,4,25.20,"","",1,0,2,369,2,0,1,375,0,0,377,21,203.05
2317,china-live-exports,2014-11-13 16:44:54,Petition,593,553,330,103,128,680,166,221,1,3.29,"","",73,17,56,221,1,152,73,556,17,20,326,8,82.57
2312,starbucks-gmo-gma-french,2014-11-13 10:19:05,Petition,1201,590,22,14,12,365,139,462,"","","","",14,26,6,0,0,1122,33,222,1,978,1823,7,29.55
2291,monsanto-hawaii,2014-11-07 17:18:29,Donation,236,11,218,101,104,501,181,407,278,4061.64,3,6.80,104,20,57,27,4,23,1,236,0,0,537,316,4778.47
2288,shell-arctic-leases,2014-11-07 12:53:49,Petition,2256,1365,1580,495,460,2802,777,1465,15,117.72,"","",474,253,683,198,47,500,101,2213,22,21,2212,54,958.41
2281,luxembourg-tax-petition,2014-11-06 13:53:03,Petition,397,54,294,113,103,622,192,377,6,57.36,"","",123,43,43,13,15,150,10,391,4,2,598,26,235.32
2278,burger-king-tim-hortons-2,2014-11-05 23:47:55,Petition,100,77,67,26,28,96,34,56,1,8.59,"","",6,92,0,0,0,2,0,100,0,0,70,1,8.59
2276,no-more-page-3-the-sun,2014-11-05 21:57:38,Petition,95,94,79,19,25,155,39,43,"","","","",0,1,87,1,0,5,1,95,0,0,71,1,4.57
2268,doritos-palm-oil,2014-11-05 09:29:00,Petition,47447,44283,25391,7069,6490,54712,13435,11873,647,8566.96,2,5.37,12483,4214,6157,4046,866,13157,6524,45579,352,1516,36240,1646,29779.97
2266,stephen-poloz,2014-11-05 04:53:28,Petition,74,61,52,15,18,90,22,39,"","","","",0,73,1,0,0,0,0,73,0,1,49,"",""
2259,kinder-morgan-lawsuit,2014-11-04 01:58:30,Petition,1032,475,915,303,265,1875,517,725,6,93.54,"","",66,931,8,8,0,13,6,1029,0,3,1387,49,731.04
2257,oceanagold-amp,2014-11-03 20:18:45,Petition,372,26,316,134,181,478,185,537,5,39.92,"","",7,2,7,253,84,11,8,372,0,0,692,25,255.50
2253,seaworld-video,2014-11-03 11:39:00,Petition,98,91,53,7,16,97,16,30,"","","","",21,5,41,16,3,9,3,96,2,0,33,1,5.00
2250,coc_ms_list_swap,2014-10-31 21:17:18,Import,12313,12313,10651,4165,3956,20653,9222,8634,28,184.56,2,7.00,12070,38,45,10,4,86,60,12292,8,13,25697,401,4144.09
2249,starbucks-gmo-gma,2014-10-31 17:49:15,Petition,86213,71354,57900,15590,14758,102563,23773,29475,355,5247.50,4,36.87,67926,9166,2565,671,210,4193,1482,85829,154,230,47922,1793,24591.10
2228,mcdonalds-palm-oil-deforestation-de,2014-10-27 11:54:36,Petition,647,392,20,5,5,179,74,233,1,4.24,"","",4,1,2,0,0,637,3,177,469,1,1033,1,4.24
2222,london-cycling,2014-10-24 16:59:37,Petition,156,104,149,33,33,232,47,85,"","","","",1,0,150,3,0,1,1,156,0,0,127,3,17.04
2221,vattenfall-de,2014-10-24 13:57:56,Petition,3231,1800,777,516,478,2764,1543,2278,"","","","",10,1,6,2,0,3200,12,754,2474,3,6593,12,219.18
2220,monsanto-roundup-banned-de,2014-10-24 13:33:47,Petition,410,175,6,4,4,102,50,264,"","","","",1,0,0,0,0,407,2,86,322,2,646,"",""
2219,mcdo-palm-french,2014-10-24 12:36:20,Petition,778,371,7,5,5,235,85,271,"","","","",7,27,6,2,0,722,14,125,2,651,990,"",""
2218,donate-to-sumofus-general,2014-10-24 12:31:26,Donation,113,82,62,21,32,139,41,74,168,5198.02,9,63.96,30,14,32,7,4,11,15,113,0,0,122,200,5404.51
2214,googlesupportnn,2014-10-23 16:34:24,Petition,1467,1082,965,243,317,1454,376,825,5,26.00,"","",1398,8,17,5,0,26,13,1466,0,1,1179,20,182.98
2208,comcast-timewarner-merger,2014-10-22 20:44:45,Petition,1152,896,701,173,169,846,215,466,3,20.00,"","",1140,1,4,1,0,4,2,1152,0,0,783,13,217.00
2197,stop-ttip-eci-de,2014-10-21 16:47:45,Petition,13804,10701,5289,2050,2038,14233,4564,6007,2,55.77,"","",42,1,22,10,1,13690,38,2668,11119,17,14192,18,215.15
2196,ttip-ceta-french,2014-10-21 14:15:23,Petition,42794,30335,21141,9756,9252,44063,16738,20517,11,225.99,"","",75,202,155,21,11,41735,595,6621,24,36149,47121,65,976.67
2194,coke-india-water,2014-10-20 20:59:24,Petition,76,65,50,14,16,80,21,30,"","","","",8,3,35,8,2,16,4,74,1,1,46,3,40.17
2191,vattenfall-lawsuit,2014-10-20 12:19:50,Petition,5289,3990,4787,1722,1585,7243,2271,2733,45,330.54,2,24.70,136,47,2056,80,36,2806,128,5172,85,32,5014,280,2543.03
2188,canada-bees-comments,2014-10-17 16:33:10,Petition,29677,27298,21167,5198,4538,32044,7629,7583,101,2226.16,4,24.29,516,28426,140,95,28,315,157,29282,12,383,16637,342,4796.29
2185,australia-bayer-trasylol,2014-10-16 21:20:06,Petition,72,69,38,12,12,57,14,16,"","","","",1,0,2,69,0,0,0,72,0,0,18,1,0.82
2177,stop-ttip-eci,2014-10-15 15:14:06,Petition,40622,29706,20069,5570,5018,54953,11813,18813,657,14687.88,7,55.77,572,174,20310,310,112,18782,362,39690,351,581,42684,2013,30405.90
2176,Enbridge_matching,2014-10-15 15:08:46,Donation,54,4,48,16,16,66,22,73,59,1741.86,"","",2,49,2,1,0,0,0,54,0,0,132,59,1741.86
2175,abbott-coal,2014-10-15 12:25:25,Petition,130,83,127,32,38,152,40,85,1,8.87,"","",0,1,0,125,0,2,2,130,0,0,157,10,87.91
2174,ukip-televised-debate,2014-10-14 22:59:26,Petition,451,394,386,104,106,546,146,165,"","","","",2,0,440,1,0,8,0,451,0,0,360,10,67.92
2172,coc_gfm_list_swap,2014-10-14 20:53:29,Import,5241,5241,3425,1038,1094,6484,1812,1746,13,106.48,1,3.00,5132,13,12,7,2,41,34,5235,2,4,5281,116,1133.30
2163,kinder-morgan-bc-parks,2014-10-10 14:51:51,Petition,2194,1692,1754,470,430,2396,590,743,12,234.67,"","",54,1992,38,18,6,70,16,2168,8,18,1596,30,536.20
2162,pepsico-palmoil,2014-10-10 14:12:13,Petition,124,109,90,30,39,155,42,62,2,12.33,"","",5,2,64,27,1,23,2,122,1,1,112,11,89.47
2160,mcdonalds-palm-oil-deforestation,2014-10-09 17:53:45,Petition,8566,5293,6345,1759,1639,8777,2425,3470,19,180.80,"","",1617,784,2501,1634,469,1196,365,8478,24,64,7636,199,2401.47
2155,monsanto-roundup-banned,2014-10-08 18:58:03,Petition,37933,36683,24004,6073,5653,44388,9889,8491,190,1664.41,4,26.00,6887,1966,3086,2093,699,21079,2123,36157,545,1231,23976,1033,9692.15
2150,courier-mail-dv,2014-10-07 21:22:17,Petition,1638,1517,1216,321,290,1741,456,531,2,23.62,"","",22,7,89,1407,48,36,29,1634,1,3,943,29,263.41
2148,forced-fracking,2014-10-07 14:50:15,Petition,30559,26584,22208,5466,5209,33801,7820,8150,54,449.64,"","",215,71,29410,168,38,516,141,30508,20,31,19258,635,5057.68
2136,starbucks-hens,2014-10-02 14:24:24,Petition,118,87,80,15,12,137,26,42,"","","","",50,20,25,1,0,16,6,117,0,1,110,"",""
2133,amazon-anonymous,2014-10-02 11:26:46,Petition,1449,958,1149,387,355,2514,705,911,8,56.99,"","",58,11,1265,11,7,80,17,1441,2,6,1611,71,606.12
2127,epa-save-the-bees,2014-10-01 17:46:37,Petition,29160,26708,17438,4331,4033,25581,6113,6562,37,537.54,2,13.00,25777,751,1007,275,86,882,382,29059,51,50,12731,338,3979.00
2125,Breveter-le-cancer-du-sein,2014-10-01 10:31:26,Petition,86,32,"","","",4,2,34,"","","","",2,0,1,0,0,79,4,10,0,76,113,"",""
2123,google-fund-climate-deniers,2014-09-30 18:51:47,Petition,458,152,336,156,140,444,196,458,14,176.01,"","",132,59,91,59,7,84,26,449,6,3,815,46,529.12
2121,TAFTA-malbouffe,2014-09-30 10:39:26,Petition,139,67,"","","",57,28,106,"","","","",0,0,1,2,0,130,6,34,1,104,224,"",""
2119,fcuk-angora,2014-09-29 22:17:08,Petition,27879,24900,17002,3232,3094,31400,5929,6143,35,679.07,"","",2588,457,20117,731,189,2925,872,27545,141,193,12571,262,2711.77
2116,australia-breast-cancer-patent-laws-de,2014-09-29 13:54:30,Petition,232,181,"","","",26,14,76,"","","","",2,0,1,0,0,228,1,50,182,0,396,1,251.88
2071,philip-morris-sues-uruguay,2014-09-18 18:53:47,Petition,257,103,217,51,60,311,76,232,1,7.92,"","",23,3,37,5,3,162,24,177,3,77,387,5,38.51
2047,australia-breast-cancer-myriad-genetic,2014-09-17 09:41:00,Petition,2192,125,1862,644,805,2685,873,2725,33,377.58,1,4.52,449,271,679,318,80,258,137,2183,1,8,3718,78,1060.95
2046,guatemala_monsanto,2014-09-16 23:10:22,Donation,265,8,246,121,117,335,173,428,287,4241.92,3,2.88,82,5,81,49,8,34,6,263,1,1,708,342,5124.14
2045,vermont_monsanto2,2014-09-16 21:22:09,Donation,270,12,211,95,100,320,130,395,302,4077.39,4,4.78,118,36,63,1,6,37,9,263,1,6,608,338,4640.70
2017,nestle-chocolate-slaves,2014-09-10 22:58:50,Petition,415,355,315,89,107,600,148,184,1,4.81,"","",56,49,167,42,6,78,17,410,2,3,259,3,39.00
2016,australia-breast-cancer-patent-laws,2014-09-10 21:54:54,Petition,1332,952,1168,327,359,1706,421,793,2,28.18,"","",20,10,35,1209,14,29,15,1328,1,3,1332,43,488.54
2003,syngenta_bees,2014-09-09 00:35:04,Donation,908,175,740,270,274,1056,360,1094,1047,917789.00,22,80.76,405,113,179,116,21,58,16,904,3,1,1766,1150,919719.86
1996,private-prisons-vistors-phones,2014-09-06 18:54:04,Petition,433,412,217,39,53,287,48,81,"","","","",422,3,3,3,0,0,2,433,0,0,128,2,35.00
1993,pepsico-indra-nooyi-en,2014-09-05 15:50:28,Petition,482,25,342,125,204,524,156,681,15,191.20,"","",135,75,92,71,8,70,31,473,7,2,961,24,328.10
1991,food-waste-french,2014-09-05 10:52:24,Petition,611,333,11,5,6,33,17,181,"","","","",1,4,7,0,0,588,11,116,0,495,602,"",""
1990,tim-hortons-save-tigers-and-tiger-cats,2014-09-05 01:04:13,Petition,52,52,20,11,27,29,13,34,5,176.14,"","",3,48,0,0,0,0,1,52,0,0,54,5,176.14
1987,apple-nxp24-call-in,2014-09-04 13:13:55,Petition,120,18,130,64,61,192,81,172,2,29.52,"","",10,6,37,17,1,39,10,115,5,0,378,12,162.70
