page_id,name,page_created,page_type,count,fb,wel_opens,wel_clicks,wel_acts,opens_14day,clicks_14day,acts_14day,num_donations_14day,amt_donations_14day,num_recur_14day,amt_recur_14day,usa,can,uk,aus,nz,nuk_eur,row,en,de,fr,acts_90day,num_donations_90day,amt_donations_90day
7362,monsanto-dark-act,2015-09-11 23:01:12,Petition,92,65,62,10,21,158,22,54,"","","","",61,8,5,6,0,8,4,90,0,2,66,"",""
7348,eu-ban-sulfoxaflor,2015-09-11 12:53:56,Petition,9045,5684,6553,1907,2291,11313,2828,4545,71,616.99,5,57.58,1079,525,3234,605,190,3103,309,8865,38,142,7598,376,3465.49
7343,epa-ban-neonics,2015-09-11 09:42:12,Petition,59,45,38,12,17,88,24,40,"","","","",34,3,2,6,1,11,2,59,0,0,53,1,4.34
7323,kpmg-tax-sham,2015-09-10 18:43:51,Petition,306,101,293,56,54,592,111,193,"","","","",0,301,1,1,0,3,0,304,0,2,293,10,86.19
7316,murdoch-national-geographic,2015-09-10 09:57:54,Petition,3928,1600,2604,616,808,4774,1062,2705,36,424.33,2,15.00,1254,89,1210,460,80,635,200,3911,4,13,4306,133,1433.24
7296,bayer-oekosystem-de,2015-09-09 10:44:02,Petition,12860,9049,6815,3876,3685,15468,8286,9284,2,14.82,"","",45,8,22,10,3,12722,50,1530,11292,38,18483,13,143.64
7228,Sanofi-fav-afrique,2015-09-08 16:05:01,Petition,93,87,43,17,21,96,29,36,"","","","",0,1,0,0,0,87,5,8,0,85,91,"",""
7127,help-refugees,2015-09-04 14:38:00,Petition,128,118,96,14,14,181,26,26,1,11.19,"","",22,8,28,20,5,23,22,126,0,2,66,2,15.84
7061,standard-chartered-palm-oil,2015-09-03 03:34:44,Petition,2218,346,1373,329,402,2689,569,1277,28,292.52,2,4.37,259,103,310,129,31,1255,131,2199,10,9,2069,77,670.20
6973,trade-union-bill-consultation,2015-09-02 14:02:50,Petition,663,97,314,111,105,792,221,251,2,9.23,"","",3,1,656,0,0,2,1,663,0,0,867,44,448.12
6956,Coca-Cola-vergiftet-Trinkwasser-de,2015-09-02 12:07:43,Petition,1926,1294,357,249,252,1359,779,1294,"","","","",6,0,6,2,1,1888,23,216,1705,5,3831,"",""
6525,craigslist-ivory,2015-09-01 03:20:59,Petition,2269,549,1395,334,303,2657,561,2051,27,400.36,2,9.69,954,194,482,130,27,358,124,2252,8,9,3266,65,773.73
6522,ask-california-leaders-to-provide-immediate-relief-to-4-million,2015-08-31 21:25:48,Petition,4825,113,5467,1803,1709,12089,4106,3721,49,323.22,6,30.00,4505,16,34,11,4,173,82,4802,15,8,15867,230,2186.31
6520,Griechenland-Wasser-Privatisierung-de,2015-08-31 11:13:38,Petition,496,377,223,107,120,693,260,344,2,13.55,"","",2,0,0,0,0,492,2,73,423,0,817,2,13.55
6505,ttip-berlin-donate,2015-08-28 15:50:59,Donation,67,3,43,14,15,117,28,91,76,1560.45,2,27.24,0,0,42,0,0,25,0,67,0,0,158,92,2354.14
6459,mexico_monsanto,2015-08-26 14:09:46,Donation,222,12,183,35,35,427,95,300,241,3377.81,1,10.00,119,47,2,27,17,1,9,222,0,0,472,271,4139.33
6445,new-zealand-secret-courts,2015-08-25 20:10:04,Petition,642,513,617,166,165,1171,301,394,7,36.48,2,17.04,2,1,7,19,608,3,2,641,1,0,861,49,587.36
6433,shell-nova-scotia-french,2015-08-24 17:23:10,Petition,374,265,203,76,72,339,96,181,"","","","",1,350,0,0,1,21,1,64,0,310,412,2,4.56
6377,unilever-ttip-french,2015-08-19 16:49:11,Petition,598,229,237,156,147,475,220,424,2,20.00,"","",1,9,2,0,1,572,13,64,0,534,1172,5,561.90
6370,Facebook-Rassismus-de,2015-08-19 12:40:45,Petition,57,46,27,14,15,54,28,37,"","","","",0,0,0,0,0,57,0,6,51,0,71,"",""
6363,Abbott-vigilante-litigation,2015-08-18 22:42:12,Petition,755,433,535,145,152,1167,255,479,24,321.85,"","",4,0,6,725,3,8,9,754,1,0,1075,57,660.01
6356,unilever-ttip-de,2015-08-18 15:43:37,Petition,339,166,164,108,102,469,230,440,"","","","",0,0,1,0,0,337,1,60,278,1,861,1,1.00
6340,tppa-debate,2015-08-17 18:12:17,Petition,3190,2779,2413,436,399,4227,721,914,16,258.48,"","",14,3,35,167,2932,24,15,3189,0,1,2651,107,1328.06
6336,poussins-le-foll,2015-08-17 17:00:10,Petition,1902,899,905,460,504,2082,821,1439,"","","","",6,10,10,3,0,1827,46,200,5,1697,3040,"",""
6300,vip-add-august,2015-08-14 16:45:15,Import,91,91,1,"","",42,6,2,"","","","",87,1,3,0,0,0,0,91,0,0,4,"",""
6276,tpp-leaks-cbc-privatized-french,2015-08-13 12:46:23,Petition,1058,1005,755,255,262,1421,457,491,"","","","",0,1055,0,0,0,2,1,170,0,888,834,"",""
6273,wale-tui-de,2015-08-13 11:23:54,Petition,1551,1027,728,341,354,1844,707,1351,4,39.47,"","",13,1,1,3,0,1518,15,263,1282,6,2729,5,62.15
6262,nestle-elora,2015-08-12 23:19:04,Petition,7520,6379,5794,1259,1139,12634,2370,2450,29,59749.02,"","",149,7183,48,24,9,76,31,7490,5,25,4209,101,60846.52
6237,Bayers-Bienenkiller-Grossbritannien-de,2015-08-12 12:16:42,Petition,80,65,36,18,20,82,39,50,"","","","",0,0,0,0,0,80,0,17,63,0,141,1,11.19
6229,shell-21-day-blowout,2015-08-12 11:02:27,Petition,17743,13830,12941,2508,2500,26092,4420,5663,73,743.69,5,40.30,1733,13339,885,285,95,1198,208,17643,24,76,11057,316,3733.31
6198,eu-continue-ban-neonics,2015-08-12 00:41:05,Petition,68,23,29,10,12,67,17,60,"","","","",9,1,7,4,0,45,2,58,9,1,79,1,21.93
5627,amazon-french,2015-08-07 15:29:32,Petition,286,55,155,101,101,310,176,297,"","","","",4,0,0,1,0,279,2,28,0,258,675,"",""
5500,philip-morris-suing-australia,2015-08-06 22:57:41,Petition,205,180,159,34,50,324,61,88,1,4.28,"","",4,0,7,184,1,6,3,204,0,1,172,9,95.54
5393,bayer_petition,2015-08-06 19:13:48,Donation,57,1,38,15,23,87,24,92,70,699.85,1,1.00,25,1,5,19,4,1,2,57,0,0,131,86,944.77
5263,neonic-uk-bees,2015-08-06 01:01:49,Donation,92,5,57,18,19,130,38,127,99,1802.16,4,16.68,1,2,61,6,3,14,5,91,1,0,222,114,1907.02
5261,tpp-leaks-cbc-privatized,2015-08-06 00:02:56,Petition,2788,1241,2170,468,404,5193,1341,1791,17,234.82,3,22.04,32,2730,3,3,1,9,10,2775,0,13,3611,101,1792.55
5089,lg-reef,2015-08-04 17:32:55,Petition,100,34,54,14,15,126,25,86,"","","","",5,0,5,84,0,2,4,99,0,1,145,3,98.80
5081,trade-unions-cameron,2015-08-04 10:15:12,Petition,24785,19512,13371,2433,2377,36950,5932,5927,75,642.02,4,16.92,81,30,24190,95,33,269,87,24771,4,10,15056,550,4517.05
5022,cecil-airlines-french,2015-08-03 14:45:17,Petition,3315,2443,1461,616,640,4351,1258,1756,"","","","",18,99,11,6,1,3060,120,420,4,2891,3236,"",""
5020,Hermes-Tierquaelerei-de,2015-08-03 13:45:41,Petition,161,120,69,26,28,195,81,116,"","","","",0,0,0,0,0,161,0,24,137,0,209,1,1.12
4999,CanadianElection,2015-08-01 00:08:14,Petition,130,37,115,36,28,267,78,142,"","","","",0,130,0,0,0,0,0,130,0,0,257,6,59.25
4997,cecil-delta,2015-07-31 17:40:28,Petition,275,109,156,28,27,419,53,207,1,25.00,"","",259,1,0,0,0,9,6,274,1,0,298,3,95.00
4965,cecil-airlines,2015-07-29 21:08:17,Petition,44125,32358,28378,5088,4639,66435,10915,12552,133,1703.62,8,75.76,17222,3901,11431,1270,839,5986,3476,43837,106,182,24178,457,5975.96
4959,reject-the-tpp,2015-07-29 14:23:56,Petition,4225,3998,3310,554,450,7280,1127,1014,18,301.79,1,4.63,39,5,51,447,3641,24,18,4224,0,1,2930,93,947.83
4948,cecil-lion,2015-07-29 02:34:44,Petition,529,459,305,49,75,676,92,173,1,37.58,"","",139,54,177,34,2,95,28,525,4,0,289,2,42.58
4941,monsantodarkact,2015-07-28 20:38:51,Petition,375,223,243,54,100,591,105,176,1,42.84,"","",266,35,29,16,1,22,6,373,1,1,301,5,112.00
4933,bienenkiller-uk-de,2015-07-28 13:05:48,Petition,8362,3698,4065,2486,2226,10710,5562,6429,2,33.87,"","",21,1,12,3,2,8297,26,1546,6800,16,15718,19,274.24
4931,bees-uk-french,2015-07-28 05:32:52,Petition,5343,2447,2919,1643,1500,6967,2855,4108,"","","","",18,120,36,3,0,5006,160,703,5,4635,8542,7,43.91
4922,fire-serco,2015-07-27 16:33:22,Petition,101,71,73,11,11,138,20,42,"","","","",2,0,2,5,90,2,0,100,1,0,127,6,37.79
4907,not-just-bees-save-the-birds-from-neonicotinoids,2015-07-24 23:06:36,Petition,138,133,104,24,31,259,51,57,1,4.69,"","",6,4,99,2,0,25,2,132,3,3,166,4,12.14
4906,monsanto-royalties,2015-07-24 21:48:33,Petition,1803,876,981,236,214,2600,481,1140,30,725.67,"","",695,292,101,274,58,179,204,1770,12,21,2472,80,1524.66
4904,mosantoroyalites,2015-07-24 19:10:57,Petition,63,43,29,9,9,74,20,26,2,11.82,"","",17,3,17,14,1,10,1,62,0,1,97,8,63.19
4901,cbc-senate-committee,2015-07-24 04:18:10,Petition,210,188,149,35,46,334,82,106,5,63.62,2,50.64,2,207,1,0,0,0,0,210,0,0,190,9,97.60
4900,neonics-uk,2015-07-24 00:55:02,Petition,188992,177701,110399,23038,23869,309765,51603,45060,454,4901.52,23,169.09,4979,942,160195,3659,1118,15897,2202,188030,518,444,97086,3272,46933.98
4895,schlachtung-milchkuh-b-de,2015-07-23 05:23:53,Petition,321,261,139,69,71,264,128,181,"","","","",1,0,1,0,0,318,1,60,261,0,534,1,9.07
4893,Starbucks-palm-oil-french,2015-07-22 17:21:13,Petition,995,755,497,239,222,1027,439,579,1,11.52,"","",5,62,8,2,0,894,24,147,1,847,1307,2,22.26
4891,milchkuh-schlachtung-de,2015-07-22 11:53:30,Petition,91,79,37,7,7,86,27,38,"","","","",0,0,0,0,0,89,2,19,72,0,134,"",""
4889,fracking-the-kimberley,2015-07-22 10:02:34,Petition,196,189,147,35,34,336,62,63,1,85.32,"","",6,0,2,180,0,6,2,196,0,0,160,3,97.27
4886,monsantodark,2015-07-21 23:07:17,Petition,374,300,217,51,39,494,120,103,2,20.00,"","",299,32,4,11,1,22,5,368,2,4,216,5,55.00
4880,starbucks-palmoil-de,2015-07-21 09:58:39,Petition,910,655,464,252,236,1106,521,630,1,227.50,"","",6,2,3,1,0,889,9,176,733,1,1730,3,261.18
4840,fooddrinkeurope-ttip-lobby,2015-07-17 16:01:22,Petition,480,201,318,87,75,768,199,390,8,48.43,"","",78,33,110,35,12,197,15,473,6,1,841,20,142.25
4834,eu-net-neutrality-donate,2015-07-17 11:53:38,Donation,93,1,56,21,25,173,50,136,101,989.75,2,29.72,0,0,61,0,0,32,0,93,0,0,211,122,1192.05
4815,Seaworld-Tierquaelerei-de,2015-07-15 11:33:54,Petition,254,198,87,44,52,237,103,161,"","","","",0,0,1,0,0,252,1,35,219,0,344,"",""
4803,comcastslowlane,2015-07-14 14:21:49,Petition,152,29,63,9,11,146,32,146,1,5.00,"","",150,2,0,0,0,0,0,152,0,0,210,3,8.00
4801,abbott-smallscale-solar,2015-07-14 10:27:52,Petition,205,175,156,52,50,339,98,110,4,28.56,"","",1,3,1,197,1,1,1,205,0,0,200,13,136.18
4789,starbucks-palm-oil,2015-07-13 15:37:55,Petition,5662,2682,3677,841,965,8033,1834,2939,38,610.31,"","",1984,677,1107,267,164,935,528,5582,19,61,5965,189,2139.95
4781,bee-victory,2015-07-13 09:27:35,Petition,966,335,587,138,129,1460,287,709,20,231.85,"","",815,12,81,9,2,36,11,961,2,3,1117,28,300.12
4601,bc-lng,2015-07-08 03:38:02,Petition,2233,2201,1458,221,294,3515,588,615,2,84.32,"","",18,2180,2,3,2,20,8,2231,0,2,1525,12,287.45
4518,Australien-Kindesmisshandlung-de,2015-07-07 11:07:38,Petition,139,118,60,30,33,145,69,88,"","","","",1,0,0,0,0,138,0,22,117,0,189,1,2.24
4517,north-york-moors-mine,2015-07-07 10:23:11,Petition,3195,3121,2078,396,489,4506,781,821,12,84.92,1,4.68,60,19,2965,32,16,88,15,3192,2,1,2153,56,534.53
4511,noodles-palm-oil,2015-07-06 15:54:01,Petition,286,55,188,49,44,391,87,288,5,841.24,1,410.62,231,3,8,18,0,13,13,286,0,0,549,11,879.92
4509,bee_lawsuit,2015-07-06 14:01:35,Donation,306,10,231,50,47,497,100,389,340,3800.85,6,31.79,105,42,74,42,6,30,7,304,0,2,683,381,4434.92
4502,eu-net-neutrality,2015-07-06 01:45:25,Petition,114,98,88,22,25,230,48,42,"","","","",3,1,38,0,0,71,1,114,0,0,64,4,9.30
4485,stop-child-abuse,2015-07-03 18:09:57,Petition,63508,62098,42748,7768,8395,93621,14791,13357,406,4280.92,14,148.94,1981,538,6149,47906,2892,2807,1235,63391,51,66,30860,1200,12540.24
4459,ttip-ep-vote-french,2015-07-02 18:08:31,Petition,472,210,263,152,135,753,273,337,"","","","",0,2,1,0,0,463,6,64,0,408,642,"",""
4453,list-swap-kick-big-polluters-out-0615,2015-07-02 11:11:03,Import,26996,26996,"","","","","","","","","","",26623,38,42,17,6,150,120,26949,18,29,65933,975,10081.36
4432,barcelona-qatar-airways,2015-06-29 23:16:10,Petition,261,127,172,33,27,429,83,150,"","","","",19,2,52,24,0,116,48,252,6,3,241,2,96.37
4429,Bundestag-verheimlicht-Lobbyisten-de,2015-06-29 14:52:20,Petition,54,34,34,13,13,73,29,47,"","","","",0,1,0,0,0,52,1,9,45,0,108,"",""
4385,UNEP-Mikroplastik-verbieten-de,2015-06-24 13:20:49,Petition,2770,1551,1482,914,871,3804,2166,2706,"","","","",11,1,4,1,2,2742,9,553,2216,1,6199,11,84.75
4357,fast-track-email-senate-june22,2015-06-22 13:55:49,Petition,92,10,20,5,11,105,21,102,"","","","",90,1,0,0,0,0,1,92,0,0,226,3,26.00
4351,charleston-confederate-flag,2015-06-22 05:51:56,Petition,359,137,96,18,15,384,68,136,"","","","",338,5,3,1,0,6,6,358,1,0,285,3,45.00
4335,Nespresso-capsules-french,2015-06-19 17:09:37,Petition,16970,15615,9390,3482,3301,16312,5250,5494,1,4.46,"","",124,5840,92,30,4,10067,813,2444,22,14504,14038,28,145.12
4139,cop21-paris-french,2015-06-16 11:47:38,Petition,924,221,582,334,318,1147,576,904,"","","","",0,44,4,0,0,841,35,128,0,796,1610,1,5.00
4070,lg-labor-protections,2015-06-16 10:00:06,Petition,5541,4226,3601,685,615,8483,1480,2050,45,275.04,"","",1549,571,1547,566,199,707,402,5514,10,17,4928,125,1974.25
4015,Nespresso-Greenwashing-de,2015-06-15 11:16:41,Petition,5232,3807,2715,1360,1270,6874,3185,3642,"","","","",17,4,9,5,2,5164,31,1062,4155,15,8313,21,301.71
3555,nevsun-slavery,2015-06-12 20:39:53,Petition,1251,429,763,143,137,1714,339,805,11,128.86,1,3.12,363,227,277,82,20,218,64,1239,4,8,1549,33,317.82
3536,keep-sou-staff-safe,2015-06-11 14:17:50,Donation,100,0,27,4,4,80,13,112,105,1267.72,6,21.93,41,16,21,1,5,13,3,100,0,0,205,116,1522.26
3529,superbugs,2015-06-10 23:40:18,Petition,855,192,365,116,112,834,218,765,19,323.51,"","",200,126,223,83,22,167,34,843,5,7,1637,56,642.38
3392,hillary-monsanto-lobbyist,2015-06-04 21:44:17,Petition,1371,549,551,150,140,1618,375,1050,9,90.75,"","",855,69,90,48,10,241,58,1346,7,18,2283,50,618.66
3391,ttip-hollande,2015-06-04 14:27:45,Petition,4248,1579,2560,1421,1370,5111,2302,3421,"","","","",12,12,7,3,1,4137,76,546,3,3699,6031,1,16.46
3389,lake-huron-nuclear-waste,2015-06-04 10:02:16,Petition,17447,15220,6406,992,1268,17949,2491,3277,13,152.07,1,2.44,1278,15891,71,36,5,107,59,17395,2,50,10068,120,1049.32
3375,tim-hortons-enbridge,2015-06-02 19:23:33,Petition,975,475,288,55,57,790,169,443,3,16.27,"","",21,933,2,3,2,6,8,970,0,5,1298,15,181.42
3363,standard-chartered-reef,2015-06-01 11:14:19,Petition,250,116,166,43,36,353,83,137,4,598.64,1,500.00,17,4,28,165,4,17,15,248,1,1,335,10,676.73
3352,oregon-nestle-gorge,2015-05-29 21:25:44,Petition,15378,15176,4938,941,871,13360,2141,1993,19,123.00,2,11.00,15222,37,24,10,3,54,28,15375,3,0,6228,90,686.31
3331,rbs-sell-off,2015-05-28 10:06:09,Petition,12443,9316,8708,2185,2296,20023,4217,4486,125,1734.46,3,23.31,33,11,12137,31,11,174,46,12432,3,8,14439,735,7751.84
3315,time-warner-fcc,2015-05-26 23:29:59,Petition,61,16,9,2,3,31,7,43,"","","","",57,0,2,1,0,0,1,61,0,0,80,"",""
3314,what-campaign-do-you-want,2015-05-26 21:01:28,Petition,58,42,42,11,18,93,28,89,4,70.75,"","",18,7,9,11,2,7,4,57,1,0,154,11,160.95
3312,student-loans-osborne,2015-05-26 10:05:59,Petition,151,143,72,15,18,188,22,29,"","","","",0,0,149,0,0,2,0,151,0,0,58,2,5.96
3277,Bayer-Mikroplastik-Gefahr-de,2015-05-15 14:05:31,Petition,84,52,28,20,23,57,34,63,"","","","",1,0,0,0,0,83,0,20,64,0,206,"",""
3276,amazon-global,2015-05-15 12:08:47,Petition,123,20,65,25,24,150,42,49,2,79.66,"","",47,3,65,1,0,6,1,121,1,1,218,7,138.85
3266,house-tpp-fast-track,2015-05-13 20:52:38,Petition,17791,304,7992,1167,1048,36577,9768,8705,178,2047.18,9,56.00,16451,114,193,107,68,697,161,17702,45,44,62404,1051,13869.15
3248,pizza-hut-jardines-palm-oil,2015-05-12 14:50:19,Petition,1015,500,294,85,79,869,207,570,16,118.42,"","",316,126,284,73,31,125,60,994,4,17,1373,44,453.54
3246,amazon-glyphosate,2015-05-12 10:16:36,Petition,1193,328,833,237,213,1978,516,1166,19,262.94,"","",530,108,180,42,21,262,50,1161,14,18,2052,57,605.75
3232,monsanto_merger,2015-05-08 13:47:57,Donation,137,4,42,12,12,132,39,173,155,2543.89,1,4.62,45,5,31,23,5,25,3,136,0,1,275,175,2945.47
3230,monsanto-syngenta-takeover,2015-05-08 03:42:59,Petition,3755,1267,1716,532,498,4485,1078,2822,97,1293.98,1,5.00,1264,401,819,293,68,722,188,3708,19,28,6041,260,3096.89
3225,fracking-european-commission,2015-05-07 10:06:03,Petition,58,49,28,11,13,87,21,30,"","","","",1,0,38,1,0,18,0,56,0,2,83,1,1.52
3220,glyphosat-verbot-jetzt-de,2015-05-06 12:30:27,Petition,611,346,183,104,99,364,186,308,"","","","",2,1,1,1,0,603,3,105,505,1,931,"",""
3207,kinder-morgan-trans-mountain,2015-05-01 18:33:17,Petition,1889,1409,847,182,162,2217,449,612,15,240.92,"","",821,974,28,9,7,32,18,1883,3,3,1718,58,696.31
3204,bayer_cologne,2015-05-01 13:59:07,Donation,479,16,253,81,78,573,131,594,532,15582.56,2,8.91,145,48,143,58,10,60,15,477,2,0,1118,592,16501.56
3202,dont-reopen-mount-polley,2015-04-30 19:05:35,Petition,110,71,44,9,9,91,23,36,"","","","",2,87,1,3,2,3,12,109,0,1,103,2,5.88
3201,VT_Monsanto,2015-04-30 17:11:08,Donation,167,14,52,20,19,193,51,202,195,4115.10,5,30.74,71,28,29,11,10,15,3,166,0,1,390,215,4295.97
3189,grand-canyon-uranium,2015-04-29 19:02:32,Petition,703,353,166,32,38,522,86,243,2,15.00,"","",650,6,9,4,0,27,7,701,1,1,641,17,215.03
3185,guggenheim-labor-fr,2015-04-29 13:21:27,Petition,492,201,320,170,158,503,222,403,"","","","",1,22,1,0,0,448,20,77,0,415,777,"",""
3184,Fracking-Lobby-EU-de,2015-04-29 12:28:33,Petition,579,195,295,200,188,809,475,622,"","","","",1,0,2,0,0,574,2,91,486,2,1516,3,10.19
3180,big-polluters-out-of-cop,2015-04-28 23:18:28,Petition,2196,1427,1056,217,349,2188,426,1074,59,928.97,3,13.21,448,208,515,246,70,568,141,2162,10,24,2222,139,1770.61
3178,lidl-living-wage-fr,2015-04-28 15:16:05,Petition,1510,560,876,525,495,1692,819,1458,"","","","",1,3,6,0,0,1479,21,152,3,1355,2775,5,46.96
3171,maxima_chaupe_2,2015-04-27 13:56:04,Donation,63,0,28,5,6,70,17,79,65,594.33,"","",25,7,15,7,5,4,0,63,0,0,136,76,732.67
3169,quaker-letter-pepsico,2015-04-27 10:39:06,Petition,82,33,55,24,21,138,51,64,1,4.74,"","",19,0,39,11,2,11,0,82,0,0,146,14,103.59
3151,comcastmerger,2015-04-21 22:20:55,Petition,320,82,118,28,29,304,61,255,1,46.19,"","",315,1,2,0,0,1,1,319,1,0,431,4,119.19
3146,katie-hopkins,2015-04-21 04:45:55,Petition,51,44,37,8,8,68,14,17,"","","","",2,0,46,3,0,0,0,51,0,0,34,1,1.55
3145,usda-vs-cattle,2015-04-21 00:26:51,Petition,500,64,197,50,46,547,139,439,14,204.62,"","",465,8,10,5,1,10,1,499,1,0,759,25,300.71
3144,australia-antipiracy,2015-04-20 11:38:09,Petition,466,447,278,65,71,556,113,119,2,23.04,"","",1,0,0,463,0,1,1,466,0,0,191,13,97.90
3143,monsanto-roundup-cancer-de,2015-04-20 10:08:58,Petition,13249,7832,6721,3784,4061,12741,6606,9676,"","","","",48,5,26,8,7,13108,47,1929,11297,23,21881,30,430.18
3142,save-the-wheat-board,2015-04-17 23:05:46,Petition,18538,16615,10967,2200,2264,24393,4209,4348,29,439.81,"","",149,18220,43,25,5,45,51,18502,4,32,10500,238,3162.92
3139,maxima_chaupe,2015-04-17 15:34:47,Donation,170,2,98,35,37,185,62,234,188,2435.25,1,5.00,55,14,57,14,4,22,4,170,0,0,410,219,2887.01
3128,obi-haustiere-qual-de,2015-04-15 14:20:28,Petition,64,32,1,"","",21,9,41,"","","","",0,0,0,0,0,64,0,10,54,0,93,"",""
3127,fracking-germany-de,2015-04-15 10:56:58,Petition,5036,3699,931,554,512,3366,1608,2264,"","","","",9,1,7,2,3,5005,9,911,4121,4,7554,2,24.78
3110,lild-shrimps-de,2015-04-14 10:46:47,Petition,1283,719,368,229,217,944,532,862,"","","","",7,0,3,0,0,1266,7,231,1050,2,2349,1,33.58
3109,mobil-auckland,2015-04-14 08:45:03,Petition,602,468,442,134,130,939,231,260,12,195.17,2,8.29,6,3,8,26,548,9,2,602,0,0,624,62,919.59
3105,lidl-living-wage-campaign,2015-04-13 15:46:32,Petition,1227,440,725,215,228,1631,471,1141,21,178.17,1,10.80,15,5,650,5,2,538,12,1214,6,7,2168,76,881.73
3099,oceanagold-world-bank-tribunal,2015-04-09 14:59:13,Petition,5759,3001,1899,497,437,5400,1026,3120,97,1714.33,"","",1824,627,876,531,78,1285,538,5699,27,33,6154,203,3094.67
3093,non-au-roundup,2015-04-07 16:00:29,Petition,15123,3918,10220,5312,4855,18936,8810,11737,"","","","",34,106,33,9,0,14603,338,1709,10,13404,20355,28,326.59
3086,banned-berries,2015-04-03 04:55:16,Petition,2064,1347,1066,336,331,1456,418,837,3,24.40,"","",9,2,11,2004,13,6,19,2063,0,1,1754,101,1071.87
3081,google-c51,2015-04-01 00:41:06,Petition,1952,1429,1076,251,231,2345,499,720,9,219.74,"","",60,1858,5,3,4,10,12,1946,0,6,1517,59,2314.94
3050,RahmVsChicago,2015-03-20 14:46:03,Petition,78,47,43,11,9,72,21,45,"","","","",77,0,0,0,0,0,1,78,0,0,72,1,5.00
3045,nhs-tories-donate,2015-03-19 12:47:09,Donation,57,3,27,10,8,49,14,65,66,102176.39,5,101013.42,0,0,57,0,0,0,0,57,0,0,106,71,102318.78
3040,coca-cola-bouteilles-fr,2015-03-19 10:14:09,Petition,1337,605,837,533,506,1206,674,1120,"","","","",6,49,6,3,0,1226,47,204,2,1131,1809,1,1.09
3029,monsanto-india-de,2015-03-18 10:38:07,Petition,1400,718,24,20,19,321,198,552,"","","","",2,0,8,1,0,1379,10,212,1186,2,2630,"",""
3014,quaker-palm-oil,2015-03-16 13:34:55,Petition,875,346,447,127,122,796,203,596,18,351.05,"","",304,83,242,70,19,113,44,863,2,10,1432,61,775.31
3009,nhs-privatisation,2015-03-13 23:02:34,Petition,41151,36279,14568,2655,2499,36313,5223,5861,44,360.08,"","",136,47,40283,179,45,322,139,41140,0,11,17792,519,3523.55
3008,cruise_sewage,2015-03-13 21:55:18,Donation,142,3,74,19,18,174,58,187,156,1975.17,1,1.00,56,16,39,15,0,13,3,141,1,0,279,183,2691.99
2984,fire-clarkson,2015-03-12 02:55:11,Petition,132,106,59,14,26,128,28,62,"","","","",4,0,122,0,1,3,2,132,0,0,94,6,84.24
2983,hydro-one-privatization,2015-03-11 22:33:46,Petition,3251,2575,1367,250,256,4249,640,857,5,26.49,"","",9,3229,2,0,0,3,8,3249,0,2,2090,25,220.38
2961,homophobic-tv-ad,2015-03-09 22:10:55,Petition,4659,4142,2294,475,428,4208,808,865,7,43.19,"","",44,22,68,4442,26,35,22,4658,0,1,1483,32,267.54
2954,mine-vs-town,2015-03-09 09:09:20,Petition,362,355,181,50,72,372,106,128,5,51.47,"","",1,0,3,355,1,2,0,361,0,1,239,12,80.48
2949,tppa-on-the-air,2015-03-06 17:09:53,Donation,87,12,53,21,18,86,30,102,97,1845.84,"","",0,0,3,43,40,1,0,87,0,0,174,105,1996.86
2939,eurostar-uk-sale,2015-03-06 06:17:59,Petition,56,43,38,9,14,84,21,37,"","","","",1,0,54,0,0,1,0,56,0,0,81,"",""
2925,hugo-boss,2015-03-04 13:10:45,Petition,942,524,211,135,154,665,357,620,"","","","",3,1,2,0,1,927,8,172,768,2,1798,3,39.37
2923,gmo-corn-india,2015-03-04 07:37:03,Petition,3084,1456,1725,487,474,3221,888,2185,28,485.96,"","",665,363,463,54,62,903,574,2982,28,74,4304,137,1582.29
2922,australia-microplastics,2015-03-04 05:47:04,Petition,170,109,105,34,43,195,55,120,"","","","",12,4,15,105,4,28,2,165,1,4,173,4,41.14
2921,corporate-isp-abuse,2015-03-04 05:30:20,Petition,1327,357,779,204,187,1339,354,757,19,167.64,"","",24,2,10,1268,5,12,6,1325,0,2,1126,55,738.44
2920,exxonsettlement,2015-03-03 20:07:24,Petition,549,232,242,67,74,484,123,377,2,27.00,"","",535,3,3,2,0,2,4,549,0,0,710,7,54.00
2914,sfo-complaints,2015-03-03 15:09:29,Petition,848,540,455,115,110,856,252,414,3,16.69,"","",3,1,788,4,1,26,25,843,2,3,856,36,321.33
2902,mcdo-evasion-fiscale-europe-fr,2015-03-02 17:36:49,Petition,1508,338,697,427,401,1117,617,1233,"","","","",5,8,6,0,1,1461,27,227,2,1279,2522,"",""
2888,bayer_lawsuit_oneoff,2015-02-27 12:22:02,Donation,297,17,163,65,63,340,141,425,340,6808.58,"","",73,39,96,47,10,25,7,297,0,0,769,395,8267.84
2884,hugo-boss-turkey-2,2015-02-27 00:40:28,Petition,2910,2620,1608,553,578,2626,844,1032,21,231.49,"","",26,18,165,9,5,2655,32,2556,329,25,3693,108,1395.75
2865,banques-speculation,2015-02-25 14:16:09,Petition,1186,553,112,64,64,722,298,693,"","","","",5,10,4,0,0,1127,40,148,0,1038,1914,"",""
2849,coke-kills-reusable-bottles,2015-02-24 11:05:48,Petition,2078,898,1270,397,401,2393,727,1608,23,227.81,"","",158,170,477,154,37,968,114,2033,25,20,2961,98,707.57
2846,benetton-angora,2015-02-24 06:07:49,Petition,1486,887,688,171,165,1186,299,851,14,174.69,"","",65,14,1157,30,7,163,50,1464,12,10,1478,32,298.53
